Geography,Formatted Name,Median income of household ($),20% of AMHI,50% of AMHI,80% of AMHI,120% of AMHI,20% or under of AMHI,21% to 50% of AMHI,51% to 80% of AMHI,81% to 120% of AMHI,121% and more of AMHI,Rent AMHI,Rent 20% of AMHI,Rent 50% of AMHI,Rent 80% of AMHI,Rent 120% of AMHI,20% or under of AMHI,21% to 50% of AMHI,51% to 80% of AMHI,81% to 120% of AMHI,121% and more of AMHI
Dundurn No. 314 RM (4711061) 03311 ( 13.6%),"Dundurn No. 314 RM (CSD, SK)",153000,30600,76500,122400,183600,"<= $30,600","$30,601 - $76,500","$76,501 - $122,400","$122,401 - $183,600",">= $183,601",3825,765,1913,3060,4590,<= $765,"$766 - $1,913","$1,914 - $3,060","$3,061 - $4,590",">= $4,591"
Dundurn T (4711063) 00000 ( 4.4%),"Dundurn T (CSD, SK)",82000,16400,41000,65600,98400,"<= $16,400","$16,401 - $41,000","$41,001 - $65,600","$65,601 - $98,400",">= $98,401",2050,410,1025,1640,2460,<= $410,"$411 - $1,025","$1,026 - $1,640","$1,641 - $2,460",">= $2,461"
Shields RV (4711064) 00000 ( 7.7%),"Shields RV (CSD, SK)",103000,20600,51500,82400,123600,"<= $20,600","$20,601 - $51,500","$51,501 - $82,400","$82,401 - $123,600",">= $123,601",2575,515,1288,2060,3090,<= $515,"$516 - $1,288","$1,289 - $2,060","$2,061 - $3,090",">= $3,091"
Corman Park No. 344 RM (4711065) 00000 ( 6.7%),"Corman Park No. 344 RM (CSD, SK)",122000,24400,61000,97600,146400,"<= $24,400","$24,401 - $61,000","$61,001 - $97,600","$97,601 - $146,400",">= $146,401",3050,610,1525,2440,3660,<= $610,"$611 - $1,525","$1,526 - $2,440","$2,441 - $3,660",">= $3,661"
Saskatoon CY (4711066) 00000 ( 4.8%),"Saskatoon CY (CSD, SK)",79500,15900,39750,63600,95400,"<= $15,900","$15,901 - $39,750","$39,751 - $63,600","$63,601 - $95,400",">= $95,401",1988,398,994,1590,2385,<= $398,$399 - $994,"$995 - $1,590","$1,591 - $2,385",">= $2,386"
Langham T (4711067) 00000 ( 2.1%),"Langham T (CSD, SK)",94000,18800,47000,75200,112800,"<= $18,800","$18,801 - $47,000","$47,001 - $75,200","$75,201 - $112,800",">= $112,801",2350,470,1175,1880,2820,<= $470,"$471 - $1,175","$1,176 - $1,880","$1,881 - $2,820",">= $2,821"
Warman CY (4711068) 00000 ( 3.4%),"Warman CY (CSD, SK)",111000,22200,55500,88800,133200,"<= $22,200","$22,201 - $55,500","$55,501 - $88,800","$88,801 - $133,200",">= $133,201",2775,555,1388,2220,3330,<= $555,"$556 - $1,388","$1,389 - $2,220","$2,221 - $3,330",">= $3,331"
Blucher No. 343 RM (4711069) 00011 ( 10.6%),"Blucher No. 343 RM (CSD, SK)",92000,18400,46000,73600,110400,"<= $18,400","$18,401 - $46,000","$46,001 - $73,600","$73,601 - $110,400",">= $110,401",2300,460,1150,1840,2760,<= $460,"$461 - $1,150","$1,151 - $1,840","$1,841 - $2,760",">= $2,761"
Martensville CY (4711070) 00000 ( 4.5%),"Martensville CY (CSD, SK)",111000,22200,55500,88800,133200,"<= $22,200","$22,201 - $55,500","$55,501 - $88,800","$88,801 - $133,200",">= $133,201",2775,555,1388,2220,3330,<= $555,"$556 - $1,388","$1,389 - $2,220","$2,221 - $3,330",">= $3,331"
Allan T (4711072) 00000 ( 2.9%),"Allan T (CSD, SK)",83000,16600,41500,66400,99600,"<= $16,600","$16,601 - $41,500","$41,501 - $66,400","$66,401 - $99,600",">= $99,601",2075,415,1038,1660,2490,<= $415,"$416 - $1,038","$1,039 - $1,660","$1,661 - $2,490",">= $2,491"
Dalmeny T (4711073) 00000 ( 6.1%),"Dalmeny T (CSD, SK)",102000,20400,51000,81600,122400,"<= $20,400","$20,401 - $51,000","$51,001 - $81,600","$81,601 - $122,400",">= $122,401",2550,510,1275,2040,3060,<= $510,"$511 - $1,275","$1,276 - $2,040","$2,041 - $3,060",">= $3,061"
Osler T (4711075) 00000 ( 4.9%),"Osler T (CSD, SK)",88000,17600,44000,70400,105600,"<= $17,600","$17,601 - $44,000","$44,001 - $70,400","$70,401 - $105,600",">= $105,601",2200,440,1100,1760,2640,<= $440,"$441 - $1,100","$1,101 - $1,760","$1,761 - $2,640",">= $2,641"
Clavet VL (4711077) 00011 ( 10.5%),"Clavet VL (CSD, SK)",102000,20400,51000,81600,122400,"<= $20,400","$20,401 - $51,000","$51,001 - $81,600","$81,601 - $122,400",">= $122,401",2550,510,1275,2040,3060,<= $510,"$511 - $1,275","$1,276 - $2,040","$2,041 - $3,060",">= $3,061"
Colonsay T (4711079) 00000 ( 3.6%),"Colonsay T (CSD, SK)",78000,15600,39000,62400,93600,"<= $15,600","$15,601 - $39,000","$39,001 - $62,400","$62,401 - $93,600",">= $93,601",1950,390,975,1560,2340,<= $390,$391 - $975,"$976 - $1,560","$1,561 - $2,340",">= $2,341"
Viscount No. 341 RM (4711091) 00001 ( 5.7%),"Viscount No. 341 RM (CSD, SK)",75000,15000,37500,60000,90000,"<= $15,000","$15,001 - $37,500","$37,501 - $60,000","$60,001 - $90,000",">= $90,001",1875,375,938,1500,2250,<= $375,$376 - $938,"$939 - $1,500","$1,501 - $2,250",">= $2,251"
Wolverine No. 340 RM (4711096) 00000 ( 0.0%),"Wolverine No. 340 RM (CSD, SK)",73000,14600,36500,58400,87600,"<= $14,600","$14,601 - $36,500","$36,501 - $58,400","$58,401 - $87,600",">= $87,601",1825,365,913,1460,2190,<= $365,$366 - $913,"$914 - $1,460","$1,461 - $2,190",">= $2,191"
Pleasant Valley No. 288 RM (4712001) 00000 ( 6.7%),"Pleasant Valley No. 288 RM (CSD, SK)",68500,13700,34250,54800,82200,"<= $13,700","$13,701 - $34,250","$34,251 - $54,800","$54,801 - $82,200",">= $82,201",1713,343,856,1370,2055,<= $343,$344 - $856,"$857 - $1,370","$1,371 - $2,055",">= $2,056"
St. Andrews No. 287 RM (4712004) 00000 ( 0.0%),"St. Andrews No. 287 RM (CSD, SK)",101000,20200,50500,80800,121200,"<= $20,200","$20,201 - $50,500","$50,501 - $80,800","$80,801 - $121,200",">= $121,201",2525,505,1263,2020,3030,<= $505,"$506 - $1,263","$1,264 - $2,020","$2,021 - $3,030",">= $3,031"
Rosetown T (4712006) 00001 ( 8.0%),"Rosetown T (CSD, SK)",71000,14200,35500,56800,85200,"<= $14,200","$14,201 - $35,500","$35,501 - $56,800","$56,801 - $85,200",">= $85,201",1775,355,888,1420,2130,<= $355,$356 - $888,"$889 - $1,420","$1,421 - $2,130",">= $2,131"
Fertile Valley No. 285 RM (4712020) 00001 ( 9.8%),"Fertile Valley No. 285 RM (CSD, SK)",87000,17400,43500,69600,104400,"<= $17,400","$17,401 - $43,500","$43,501 - $69,600","$69,601 - $104,400",">= $104,401",2175,435,1088,1740,2610,<= $435,"$436 - $1,088","$1,089 - $1,740","$1,741 - $2,610",">= $2,611"
Montrose No. 315 RM (4712026) 00000 ( 3.1%),"Montrose No. 315 RM (CSD, SK)",80000,16000,40000,64000,96000,"<= $16,000","$16,001 - $40,000","$40,001 - $64,000","$64,001 - $96,000",">= $96,001",2000,400,1000,1600,2400,<= $400,"$401 - $1,000","$1,001 - $1,600","$1,601 - $2,400",">= $2,401"
Marriott No. 317 RM (4712034) 00001 ( 8.0%),"Marriott No. 317 RM (CSD, SK)",66000,13200,33000,52800,79200,"<= $13,200","$13,201 - $33,000","$33,001 - $52,800","$52,801 - $79,200",">= $79,201",1650,330,825,1320,1980,<= $330,$331 - $825,"$826 - $1,320","$1,321 - $1,980",">= $1,981"
Mountain View No. 318 RM (4712038) 00000 ( 7.7%),"Mountain View No. 318 RM (CSD, SK)",62000,12400,31000,49600,74400,"<= $12,400","$12,401 - $31,000","$31,001 - $49,600","$49,601 - $74,400",">= $74,401",1550,310,775,1240,1860,<= $310,$311 - $775,"$776 - $1,240","$1,241 - $1,860",">= $1,861"
Biggar No. 347 RM (4712042) 00000 ( 6.2%),"Biggar No. 347 RM (CSD, SK)",59200,11840,29600,47360,71040,"<= $11,840","$11,841 - $29,600","$29,601 - $47,360","$47,361 - $71,040",">= $71,041",1480,296,740,1184,1776,<= $296,$297 - $740,"$741 - $1,184","$1,185 - $1,776",">= $1,777"
Biggar T (4712046) 00011 ( 10.2%),"Biggar T (CSD, SK)",62000,12400,31000,49600,74400,"<= $12,400","$12,401 - $31,000","$31,001 - $49,600","$49,601 - $74,400",">= $74,401",1550,310,775,1240,1860,<= $310,$311 - $775,"$776 - $1,240","$1,241 - $1,860",">= $1,861"
Perdue No. 346 RM (4712050) 00000 ( 4.1%),"Perdue No. 346 RM (CSD, SK)",72000,14400,36000,57600,86400,"<= $14,400","$14,401 - $36,000","$36,001 - $57,600","$57,601 - $86,400",">= $86,401",1800,360,900,1440,2160,<= $360,$361 - $900,"$901 - $1,440","$1,441 - $2,160",">= $2,161"
Perdue VL (4712051) 00001 ( 7.9%),"Perdue VL (CSD, SK)",54000,10800,27000,43200,64800,"<= $10,800","$10,801 - $27,000","$27,001 - $43,200","$43,201 - $64,800",">= $64,801",1350,270,675,1080,1620,<= $270,$271 - $675,"$676 - $1,080","$1,081 - $1,620",">= $1,621"
Vanscoy No. 345 RM (4712054) 00001 ( 7.6%),"Vanscoy No. 345 RM (CSD, SK)",105000,21000,52500,84000,126000,"<= $21,000","$21,001 - $52,500","$52,501 - $84,000","$84,001 - $126,000",">= $126,001",2625,525,1313,2100,3150,<= $525,"$526 - $1,313","$1,314 - $2,100","$2,101 - $3,150",">= $3,151"
Delisle T (4712056) 00000 ( 8.0%),"Delisle T (CSD, SK)",85000,17000,42500,68000,102000,"<= $17,000","$17,001 - $42,500","$42,501 - $68,000","$68,001 - $102,000",">= $102,001",2125,425,1063,1700,2550,<= $425,"$426 - $1,063","$1,064 - $1,700","$1,701 - $2,550",">= $2,551"
Vanscoy VL (4712058) 00000 ( 5.8%),"Vanscoy VL (CSD, SK)",114000,22800,57000,91200,136800,"<= $22,800","$22,801 - $57,000","$57,001 - $91,200","$91,201 - $136,800",">= $136,801",2850,570,1425,2280,3420,<= $570,"$571 - $1,425","$1,426 - $2,280","$2,281 - $3,420",">= $3,421"
Asquith T (4712059) 00000 ( 6.0%),"Asquith T (CSD, SK)",59200,11840,29600,47360,71040,"<= $11,840","$11,841 - $29,600","$29,601 - $47,360","$47,361 - $71,040",">= $71,041",1480,296,740,1184,1776,<= $296,$297 - $740,"$741 - $1,184","$1,185 - $1,776",">= $1,777"
Eagle Creek No. 376 RM (4712064) 00000 ( 6.9%),"Eagle Creek No. 376 RM (CSD, SK)",72500,14500,36250,58000,87000,"<= $14,500","$14,501 - $36,250","$36,251 - $58,000","$58,001 - $87,000",">= $87,001",1813,363,906,1450,2175,<= $363,$364 - $906,"$907 - $1,450","$1,451 - $2,175",">= $2,176"
Battle River No. 438 RM (4712078) 00111 ( 12.1%),"Battle River No. 438 RM (CSD, SK)",85000,17000,42500,68000,102000,"<= $17,000","$17,001 - $42,500","$42,501 - $68,000","$68,001 - $102,000",">= $102,001",2125,425,1063,1700,2550,<= $425,"$426 - $1,063","$1,064 - $1,700","$1,701 - $2,550",">= $2,551"
Battleford T (4712079) 00000 ( 8.3%),"Battleford T (CSD, SK)",82000,16400,41000,65600,98400,"<= $16,400","$16,401 - $41,000","$41,001 - $65,600","$65,601 - $98,400",">= $98,401",2050,410,1025,1640,2460,<= $410,"$411 - $1,025","$1,026 - $1,640","$1,641 - $2,460",">= $2,461"
Kindersley No. 290 RM (4713006) 00001 ( 8.5%),"Kindersley No. 290 RM (CSD, SK)",96000,19200,48000,76800,115200,"<= $19,200","$19,201 - $48,000","$48,001 - $76,800","$76,801 - $115,200",">= $115,201",2400,480,1200,1920,2880,<= $480,"$481 - $1,200","$1,201 - $1,920","$1,921 - $2,880",">= $2,881"
Kindersley T (4713008) 00000 ( 5.9%),"Kindersley T (CSD, SK)",86000,17200,43000,68800,103200,"<= $17,200","$17,201 - $43,000","$43,001 - $68,800","$68,801 - $103,200",">= $103,201",2150,430,1075,1720,2580,<= $430,"$431 - $1,075","$1,076 - $1,720","$1,721 - $2,580",">= $2,581"
Coleville VL (4713026) 00000 ( 6.1%),"Coleville VL (CSD, SK)",93000,18600,46500,74400,111600,"<= $18,600","$18,601 - $46,500","$46,501 - $74,400","$74,401 - $111,600",">= $111,601",2325,465,1163,1860,2790,<= $465,"$466 - $1,163","$1,164 - $1,860","$1,861 - $2,790",">= $2,791"
Winslow No. 319 RM (4713028) 00000 ( 6.7%),"Winslow No. 319 RM (CSD, SK)",104000,20800,52000,83200,124800,"<= $20,800","$20,801 - $52,000","$52,001 - $83,200","$83,201 - $124,800",">= $124,801",2600,520,1300,2080,3120,<= $520,"$521 - $1,300","$1,301 - $2,080","$2,081 - $3,120",">= $3,121"
Progress No. 351 RM (4713041) 00000 ( 8.5%),"Progress No. 351 RM (CSD, SK)",58800,11760,29400,47040,70560,"<= $11,760","$11,761 - $29,400","$29,401 - $47,040","$47,041 - $70,560",">= $70,561",1470,294,735,1176,1764,<= $294,$295 - $735,"$736 - $1,176","$1,177 - $1,764",">= $1,765"
Kerrobert T (4713042) 00000 ( 7.2%),"Kerrobert T (CSD, SK)",78000,15600,39000,62400,93600,"<= $15,600","$15,601 - $39,000","$39,001 - $62,400","$62,401 - $93,600",">= $93,601",1950,390,975,1560,2340,<= $390,$391 - $975,"$976 - $1,560","$1,561 - $2,340",">= $2,341"
Luseland T (4713044) 00000 ( 4.6%),"Luseland T (CSD, SK)",63600,12720,31800,50880,76320,"<= $12,720","$12,721 - $31,800","$31,801 - $50,880","$50,881 - $76,320",">= $76,321",1590,318,795,1272,1908,<= $318,$319 - $795,"$796 - $1,272","$1,273 - $1,908",">= $1,909"
Eye Hill No. 382 RM (4713049) 00000 ( 5.0%),"Eye Hill No. 382 RM (CSD, SK)",97000,19400,48500,77600,116400,"<= $19,400","$19,401 - $48,500","$48,501 - $77,600","$77,601 - $116,400",">= $116,401",2425,485,1213,1940,2910,<= $485,"$486 - $1,213","$1,214 - $1,940","$1,941 - $2,910",">= $2,911"
Macklin T (4713051) 00000 ( 7.9%),"Macklin T (CSD, SK)",95000,19000,47500,76000,114000,"<= $19,000","$19,001 - $47,500","$47,501 - $76,000","$76,001 - $114,000",">= $114,001",2375,475,1188,1900,2850,<= $475,"$476 - $1,188","$1,189 - $1,900","$1,901 - $2,850",">= $2,851"
Grass Lake No. 381 RM (4713056) 00010 ( 10.9%),"Grass Lake No. 381 RM (CSD, SK)",80000,16000,40000,64000,96000,"<= $16,000","$16,001 - $40,000","$40,001 - $64,000","$64,001 - $96,000",">= $96,001",2000,400,1000,1600,2400,<= $400,"$401 - $1,000","$1,001 - $1,600","$1,601 - $2,400",">= $2,401"
Buffalo No. 409 RM (4713068) 00000 ( 4.2%),"Buffalo No. 409 RM (CSD, SK)",58800,11760,29400,47040,70560,"<= $11,760","$11,761 - $29,400","$29,401 - $47,040","$47,041 - $70,560",">= $70,561",1470,294,735,1176,1764,<= $294,$295 - $735,"$736 - $1,176","$1,177 - $1,764",">= $1,765"
Wilkie T (4713069) 00000 ( 8.1%),"Wilkie T (CSD, SK)",73000,14600,36500,58400,87600,"<= $14,600","$14,601 - $36,500","$36,501 - $58,400","$58,401 - $87,600",">= $87,601",1825,365,913,1460,2190,<= $365,$366 - $913,"$914 - $1,460","$1,461 - $2,190",">= $2,191"
Round Valley No. 410 RM (4713072) 00000 ( 5.7%),"Round Valley No. 410 RM (CSD, SK)",115000,23000,57500,92000,138000,"<= $23,000","$23,001 - $57,500","$57,501 - $92,000","$92,001 - $138,000",">= $138,001",2875,575,1438,2300,3450,<= $575,"$576 - $1,438","$1,439 - $2,300","$2,301 - $3,450",">= $3,451"
Unity T (4713074) 00000 ( 7.5%),"Unity T (CSD, SK)",71500,14300,35750,57200,85800,"<= $14,300","$14,301 - $35,750","$35,751 - $57,200","$57,201 - $85,800",">= $85,801",1788,358,894,1430,2145,<= $358,$359 - $894,"$895 - $1,430","$1,431 - $2,145",">= $2,146"
Manitou Lake No. 442 RM (4713079) 00001 ( 7.1%),"Manitou Lake No. 442 RM (CSD, SK)",92000,18400,46000,73600,110400,"<= $18,400","$18,401 - $46,000","$46,001 - $73,600","$73,601 - $110,400",">= $110,401",2300,460,1150,1840,2760,<= $460,"$461 - $1,150","$1,151 - $1,840","$1,841 - $2,760",">= $2,761"
Hillsdale No. 440 RM (4713092) 00001 ( 9.0%),"Hillsdale No. 440 RM (CSD, SK)",64000,12800,32000,51200,76800,"<= $12,800","$12,801 - $32,000","$32,001 - $51,200","$51,201 - $76,800",">= $76,801",1600,320,800,1280,1920,<= $320,$321 - $800,"$801 - $1,280","$1,281 - $1,920",">= $1,921"
Neilburg VL (4713094) 00001 ( 2.5%),"Neilburg VL (CSD, SK)",101000,20200,50500,80800,121200,"<= $20,200","$20,201 - $50,500","$50,501 - $80,800","$80,801 - $121,200",">= $121,201",2525,505,1263,2020,3030,<= $505,"$506 - $1,263","$1,264 - $2,020","$2,021 - $3,030",">= $3,031"
Cut Knife No. 439 RM (4713096) 00000 ( 0.0%),"Cut Knife No. 439 RM (CSD, SK)",76000,15200,38000,60800,91200,"<= $15,200","$15,201 - $38,000","$38,001 - $60,800","$60,801 - $91,200",">= $91,201",1900,380,950,1520,2280,<= $380,$381 - $950,"$951 - $1,520","$1,521 - $2,280",">= $2,281"
Cut Knife T (4713098) 00000 ( 3.6%),"Cut Knife T (CSD, SK)",75000,15000,37500,60000,90000,"<= $15,000","$15,001 - $37,500","$37,501 - $60,000","$60,001 - $90,000",">= $90,001",1875,375,938,1500,2250,<= $375,$376 - $938,"$939 - $1,500","$1,501 - $2,250",">= $2,251"
Hudson Bay No. 394 RM (4714001) 00000 ( 8.6%),"Hudson Bay No. 394 RM (CSD, SK)",75000,15000,37500,60000,90000,"<= $15,000","$15,001 - $37,500","$37,501 - $60,000","$60,001 - $90,000",">= $90,001",1875,375,938,1500,2250,<= $375,$376 - $938,"$939 - $1,500","$1,501 - $2,250",">= $2,251"
Hudson Bay T (4714004) 00000 ( 6.6%),"Hudson Bay T (CSD, SK)",44400,8880,22200,35520,53280,"<= $8,880","$8,881 - $22,200","$22,201 - $35,520","$35,521 - $53,280",">= $53,281",1110,222,555,888,1332,<= $222,$223 - $555,$556 - $888,"$889 - $1,332",">= $1,333"
Porcupine No. 395 RM (4714006) 00010 ( 10.8%),"Porcupine No. 395 RM (CSD, SK)",57600,11520,28800,46080,69120,"<= $11,520","$11,521 - $28,800","$28,801 - $46,080","$46,081 - $69,120",">= $69,121",1440,288,720,1152,1728,<= $288,$289 - $720,"$721 - $1,152","$1,153 - $1,728",">= $1,729"
Porcupine Plain T (4714007) 00000 ( 6.9%),"Porcupine Plain T (CSD, SK)",51200,10240,25600,40960,61440,"<= $10,240","$10,241 - $25,600","$25,601 - $40,960","$40,961 - $61,440",">= $61,441",1280,256,640,1024,1536,<= $256,$257 - $640,"$641 - $1,024","$1,025 - $1,536",">= $1,537"
Kelvington No. 366 RM (4714021) 00000 ( 3.2%),"Kelvington No. 366 RM (CSD, SK)",64000,12800,32000,51200,76800,"<= $12,800","$12,801 - $32,000","$32,001 - $51,200","$51,201 - $76,800",">= $76,801",1600,320,800,1280,1920,<= $320,$321 - $800,"$801 - $1,280","$1,281 - $1,920",">= $1,921"
Kelvington T (4714022) 00000 ( 6.2%),"Kelvington T (CSD, SK)",40400,8080,20200,32320,48480,"<= $8,080","$8,081 - $20,200","$20,201 - $32,320","$32,321 - $48,480",">= $48,481",1010,202,505,808,1212,<= $202,$203 - $505,$506 - $808,"$809 - $1,212",">= $1,213"
Ponass Lake No. 367 RM (4714023) 00000 ( 3.5%),"Ponass Lake No. 367 RM (CSD, SK)",34800,6960,17400,27840,41760,"<= $6,960","$6,961 - $17,400","$17,401 - $27,840","$27,841 - $41,760",">= $41,761",870,174,435,696,1044,<= $174,$175 - $435,$436 - $696,"$697 - $1,044",">= $1,045"
Rose Valley T (4714024) 00111 ( 10.3%),"Rose Valley T (CSD, SK)",50800,10160,25400,40640,60960,"<= $10,160","$10,161 - $25,400","$25,401 - $40,640","$40,641 - $60,960",">= $60,961",1270,254,635,1016,1524,<= $254,$255 - $635,"$636 - $1,016","$1,017 - $1,524",">= $1,525"
Spalding No. 368 RM (4714026) 00000 ( 5.5%),"Spalding No. 368 RM (CSD, SK)",65000,13000,32500,52000,78000,"<= $13,000","$13,001 - $32,500","$32,501 - $52,000","$52,001 - $78,000",">= $78,001",1625,325,813,1300,1950,<= $325,$326 - $813,"$814 - $1,300","$1,301 - $1,950",">= $1,951"
Naicam T (4714032) 00000 ( 6.4%),"Naicam T (CSD, SK)",53200,10640,26600,42560,63840,"<= $10,640","$10,641 - $26,600","$26,601 - $42,560","$42,561 - $63,840",">= $63,841",1330,266,665,1064,1596,<= $266,$267 - $665,"$666 - $1,064","$1,065 - $1,596",">= $1,597"
Barrier Valley No. 397 RM (4714034) 00000 ( 2.5%),"Barrier Valley No. 397 RM (CSD, SK)",63200,12640,31600,50560,75840,"<= $12,640","$12,641 - $31,600","$31,601 - $50,560","$50,561 - $75,840",">= $75,841",1580,316,790,1264,1896,<= $316,$317 - $790,"$791 - $1,264","$1,265 - $1,896",">= $1,897"
Pleasantdale No. 398 RM (4714035) 00101 ( 7.5%),"Pleasantdale No. 398 RM (CSD, SK)",67000,13400,33500,53600,80400,"<= $13,400","$13,401 - $33,500","$33,501 - $53,600","$53,601 - $80,400",">= $80,401",1675,335,838,1340,2010,<= $335,$336 - $838,"$839 - $1,340","$1,341 - $2,010",">= $2,011"
Bjorkdale No. 426 RM (4714038) 00000 ( 5.4%),"Bjorkdale No. 426 RM (CSD, SK)",70000,14000,35000,56000,84000,"<= $14,000","$14,001 - $35,000","$35,001 - $56,000","$56,001 - $84,000",">= $84,001",1750,350,875,1400,2100,<= $350,$351 - $875,"$876 - $1,400","$1,401 - $2,100",">= $2,101"
Tisdale No. 427 RM (4714043) 00011 ( 10.6%),"Tisdale No. 427 RM (CSD, SK)",89000,17800,44500,71200,106800,"<= $17,800","$17,801 - $44,500","$44,501 - $71,200","$71,201 - $106,800",">= $106,801",2225,445,1113,1780,2670,<= $445,"$446 - $1,113","$1,114 - $1,780","$1,781 - $2,670",">= $2,671"
Tisdale T (4714044) 00000 ( 5.3%),"Tisdale T (CSD, SK)",55600,11120,27800,44480,66720,"<= $11,120","$11,121 - $27,800","$27,801 - $44,480","$44,481 - $66,720",">= $66,721",1390,278,695,1112,1668,<= $278,$279 - $695,"$696 - $1,112","$1,113 - $1,668",">= $1,669"
Star City No. 428 RM (4714047) 00000 ( 4.8%),"Star City No. 428 RM (CSD, SK)",73000,14600,36500,58400,87600,"<= $14,600","$14,601 - $36,500","$36,501 - $58,400","$58,401 - $87,600",">= $87,601",1825,365,913,1460,2190,<= $365,$366 - $913,"$914 - $1,460","$1,461 - $2,190",">= $2,191"
Star City T (4714049) 00000 ( 6.2%),"Star City T (CSD, SK)",47600,9520,23800,38080,57120,"<= $9,520","$9,521 - $23,800","$23,801 - $38,080","$38,081 - $57,120",">= $57,121",1190,238,595,952,1428,<= $238,$239 - $595,$596 - $952,"$953 - $1,428",">= $1,429"
Melfort CY (4714051) 00000 ( 7.0%),"Melfort CY (CSD, SK)",62400,12480,31200,49920,74880,"<= $12,480","$12,481 - $31,200","$31,201 - $49,920","$49,921 - $74,880",">= $74,881",1560,312,780,1248,1872,<= $312,$313 - $780,"$781 - $1,248","$1,249 - $1,872",">= $1,873"
Willow Creek No. 458 RM (4714053) 00000 ( 1.5%),"Willow Creek No. 458 RM (CSD, SK)",53200,10640,26600,42560,63840,"<= $10,640","$10,641 - $26,600","$26,601 - $42,560","$42,561 - $63,840",">= $63,841",1330,266,665,1064,1596,<= $266,$267 - $665,"$666 - $1,064","$1,065 - $1,596",">= $1,597"
Connaught No. 457 RM (4714056) 00000 ( 6.3%),"Connaught No. 457 RM (CSD, SK)",87000,17400,43500,69600,104400,"<= $17,400","$17,401 - $43,500","$43,501 - $69,600","$69,601 - $104,400",">= $104,401",2175,435,1088,1740,2610,<= $435,"$436 - $1,088","$1,089 - $1,740","$1,741 - $2,610",">= $2,611"
